Source,Target,Weight,Type
Liz Shaw,Ace,1,directed
Liz Shaw,Alastair Lethbridge-Stewart,1,directed
Liz Shaw,Auton,1,directed
Liz Shaw,Bruno Taltalian,1,directed
Liz Shaw,Carrington (The Ambassadors of Death),1,directed
Liz Shaw,Channing,1,directed
Liz Shaw,Collinson,1,directed
Liz Shaw,Eric Stahlman,1,directed
Liz Shaw,Fifth Doctor,1,directed
Liz Shaw,Fourth Doctor,1,directed
Liz Shaw,Greg Sutton,1,directed
Liz Shaw,John Benton,2,directed
Liz Shaw,K9 (Storm in a Tikka) (page does not exist),1,directed
Liz Shaw,Keith Gold,1,directed
Liz Shaw,Leela,1,directed
Liz Shaw,Melanie Bush,1,directed
Liz Shaw,Mike Yates,1,directed
Liz Shaw,Morka,1,directed
Liz Shaw,Nestene Consciousness,1,directed
Liz Shaw,Nyssa,1,directed
Liz Shaw,Peri Brown,1,directed
Liz Shaw,Petra Williams,1,directed
Liz Shaw,Reegan,1,directed
Liz Shaw,Romana II,1,directed
Liz Shaw,Sarah Jane Smith,1,directed
Liz Shaw,Seventh Doctor,1,directed
Liz Shaw,Sixth Doctor,1,directed
Liz Shaw,Susan Foreman,1,directed
Liz Shaw,The Brigadier,5,directed
Liz Shaw,The Rani,1,directed
Liz Shaw,Third Doctor,5,directed
Liz Shaw,Victoria Waterfield,1,directed
Lord,Azlok,1,directed
Lord,Cassie Rice,1,directed
Lord,Jimmy Stalkingwolf,1,directed
Lord,Tenth Doctor,1,directed
Lord President,Alistair Gordon Lethbridge-Stewart,1,directed
Lord President,Borusa,1,directed
Lord President,Fifth Doctor,1,directed
Lord President,First Doctor,1,directed
Lord President,Fourth Doctor,1,directed
Lord President,K9 Mark III,1,directed
Lord President,Rassilon,1,directed
Lord President,Romana II,1,directed
Lord President,Sarah Jane Smith,1,directed
Lord President,Second Doctor,1,directed
Lord President,Susan Foreman,1,directed
Lord President,Tegan Jovanka,1,directed
Lord President,The Master,1,directed
Lord President,Third Doctor,1,directed
Lord President,Vislor Turlough,1,directed
Lucy Fletcher,Grant (The Return of Doctor Mysterio),1,directed
Lucy Fletcher,Nardole,1,directed
Lucy Fletcher,Shoal of the Winter Harmony,1,directed
Lucy Fletcher,Twelfth Doctor,1,directed
Luke Smith,Alonso Frame,1,directed
Luke Smith,Dalek Caan,1,directed
Luke Smith,Davros,2,directed
Luke Smith,Donna Noble,3,directed
Luke Smith,Eleventh Doctor,1,directed
Luke Smith,Francine Jones,2,directed
Luke Smith,Gwen Cooper,2,directed
Luke Smith,Harriet Jones,1,directed
Luke Smith,Ianto Jones,2,directed
Luke Smith,Jack Harkness,3,directed
Luke Smith,Jackie Tyler,2,directed
Luke Smith,K9 Mark IV,1,directed
Luke Smith,Martha Jones,3,directed
Luke Smith,Mickey Smith,2,directed
Luke Smith,Mr Smith,2,directed
Luke Smith,Ood Sigma,1,directed
Luke Smith,Rassilon,1,directed
Luke Smith,Rose Tyler,3,directed
Luke Smith,Sarah Jane Smith,3,directed
Luke Smith,Supreme Dalek (The Stolen Earth),2,directed
Luke Smith,Sylvia Noble,3,directed
Luke Smith,Tenth Doctor,3,directed
Luke Smith,Tenth Doctor (Journey's End),1,directed
Luke Smith,The Master,1,directed
Luke Smith,Wilfred Mott,3,directed
Lupton,Eight Legs,1,directed
Lupton,Fourth Doctor,1,directed
Lupton,John Benton,1,directed
Lupton,K'anpo Rimpoche,1,directed
Lupton,Mike Yates,1,directed
Lupton,Sarah Jane Smith,1,directed
Lupton,The Brigadier,1,directed
Lupton,The Great One (Planet of the Spiders),1,directed
Lupton,Third Doctor,1,directed
Lynda Moss,Bad Wolf (entity),1,directed
Lynda Moss,Dalek Emperor in the Last Great Time War,1,directed
Lynda Moss,Dalek of human origin,1,directed
Lynda Moss,Jack Harkness,2,directed
Lynda Moss,Jackie Tyler,1,directed
Lynda Moss,Mickey Smith,1,directed
Lynda Moss,Ninth Doctor,2,directed
Lynda Moss,Rose Tyler,2,directed
Lynda Moss,Tenth Doctor,1,directed
Léon Colbert,Barbara Wright,1,directed
Léon Colbert,First Doctor,1,directed
Léon Colbert,Ian Chesterton,1,directed
Léon Colbert,Maximilien Robespierre,1,directed
Léon Colbert,Napoléon Bonaparte,1,directed
Léon Colbert,Susan Foreman,1,directed
Maaga,First Doctor,1,directed
Maaga,Rill,1,directed
Maaga,Steven Taylor,1,directed
Maaga,Vicki Pallister,1,directed
Mace (The Sontaran Stratagem),Donna Noble,2,directed
Mace (The Sontaran Stratagem),Martha Jones,2,directed
Mace (The Sontaran Stratagem),Ross Jenkins,2,directed
Mace (The Sontaran Stratagem),Staal,2,directed
Mace (The Sontaran Stratagem),Sylvia Noble,2,directed
Mace (The Sontaran Stratagem),Tenth Doctor,2,directed
Mace (The Sontaran Stratagem),Wilfred Mott,2,directed
Macra,Ben Jackson,1,directed
Macra,Face of Boe,1,directed
Macra,Hame,1,directed
Macra,Jamie McCrimmon,1,directed
Macra,Martha Jones,1,directed
Macra,Polly Wright,1,directed
Macra,Second Doctor,1,directed
Macra,Tenth Doctor,1,directed
Madge Arwell,Amy Pond,1,directed
Madge Arwell,Cyril Arwell,1,directed
Madge Arwell,Eleventh Doctor,1,directed
Madge Arwell,Harvest ranger,1,directed
Madge Arwell,Lily Arwell,1,directed
Madge Arwell,Rory Williams,1,directed
Madge Cranleigh,Adric,1,directed
Madge Cranleigh,Ann Talbot,1,directed
Madge Cranleigh,Fifth Doctor,1,directed
Madge Cranleigh,Nyssa,1,directed
Madge Cranleigh,Tegan Jovanka,1,directed
Magnus Greel,Fourth Doctor,1,directed
Magnus Greel,George Litefoot,1,directed
Magnus Greel,Henry Gordon Jago,1,directed
Magnus Greel,Leela,1,directed
Magnus Greel,Li H'sen Chang,1,directed
Magnus Greel,Mr Sin,1,directed
Mags (The Greatest Show in the Galaxy),Ace,1,directed
Mags (The Greatest Show in the Galaxy),Chief clown,1,directed
Mags (The Greatest Show in the Galaxy),Gods of Ragnarok,1,directed
Mags (The Greatest Show in the Galaxy),Seventh Doctor,1,directed
Malus,Fifth Doctor,1,directed
Malus,George Hutchinson,1,directed
Malus,Jane Hampden,1,directed
Malus,Tegan Jovanka,1,directed
Malus,Vislor Turlough,1,directed
Malus,Will Chandler,1,directed
Mandragora Helix,Federico,1,directed
Mandragora Helix,Fourth Doctor,1,directed
Mandragora Helix,Hieronymous (The Masque of Mandragora),1,directed
Mandragora Helix,Sarah Jane Smith,1,directed
Mandrel,Dymond,1,directed
Mandrel,Fourth Doctor,1,directed
Mandrel,K9 Mark II,1,directed
Mandrel,Romana II,1,directed
Mandrel,Tryst,1,directed
Manish,Graham O'Brien,1,directed
Manish,Hakim Khan,1,directed
Manish,Najia Khan,1,directed
Manish,Ryan Sinclair,1,directed
Manish,Sonya Khan,1,directed
Manish,Thirteenth Doctor,1,directed
Manish,Yasmin Khan,1,directed
Mara,Adric,1,directed
Mara,Chela,1,directed
Mara,Dukkha,1,directed
Mara,Fifth Doctor,2,directed
Mara,Hindle,1,directed
Mara,Nyssa,2,directed
Mara,Tegan Jovanka,2,directed
Marco Polo,Barbara Wright,1,directed
Marco Polo,First Doctor,1,directed
Marco Polo,Ian Chesterton,1,directed
Marco Polo,Susan Foreman,1,directed
Marco Polo,Tegana,1,directed
Mark Elgin,BOSS,1,directed
Mark Elgin,Clifford Jones,1,directed
Mark Elgin,Giant maggot,1,directed
Mark Elgin,Jo Grant,1,directed
Mark Elgin,John Benton,1,directed
Mark Elgin,Mike Yates,1,directed
Mark Elgin,Stevens,1,directed
Mark Elgin,The Brigadier,1,directed
Mark Elgin,Third Doctor,1,directed
Marshal of Atrios,Astra of Atrios,1,directed
Marshal of Atrios,Black Guardian,1,directed
Marshal of Atrios,Drax,1,directed
Marshal of Atrios,Fourth Doctor,1,directed
Marshal of Atrios,K9 Mark II,1,directed
Marshal of Atrios,Romana I,1,directed
Marshal of Atrios,The Shadow,1,directed
Marshal of Solos,Jaeger (The Mutants),1,directed
Marshal of Solos,Jo Grant,1,directed
Marshal of Solos,Third Doctor,1,directed
Marshman,Adric,1,directed
Marshman,Fourth Doctor,1,directed
Marshman,K9 Mark II,1,directed
Marshman,Romana II,1,directed
Martha Jones,Alonso Frame,1,directed
Martha Jones,Baltazar,1,directed
Martha Jones,Carrionite,1,directed
Martha Jones,Clive Jones,3,directed
Martha Jones,Cobb (The Doctor's Daughter),1,directed
Martha Jones,Cult of Skaro,1,directed
Martha Jones,Dalek Caan,2,directed
Martha Jones,Dalek Sec,1,directed
Martha Jones,Davros,2,directed
Martha Jones,Donna Noble,6,directed
Martha Jones,Eleventh Doctor,1,directed
Martha Jones,Elizabeth I,1,directed
Martha Jones,Face of Boe,1,directed
Martha Jones,Florence Finnegan,1,directed
Martha Jones,Francine Jones,7,directed
Martha Jones,Futurekind,1,directed
Martha Jones,Gwen Cooper,2,directed
Martha Jones,Hame,1,directed
Martha Jones,Harriet Jones,1,directed
Martha Jones,Ianto Jones,2,directed
Martha Jones,Jack Harkness,6,directed
Martha Jones,Jackie Tyler,2,directed
Martha Jones,Jenny (The Doctor's Daughter),1,directed
Martha Jones,K9 Mark IV,1,directed
Martha Jones,Leo Jones,3,directed
Martha Jones,Luke Smith,3,directed
Martha Jones,Mace (The Sontaran Stratagem),2,directed
Martha Jones,Macra,1,directed
Martha Jones,Mickey Smith,2,directed
Martha Jones,Mr Smith,2,directed
Martha Jones,Ood Sigma,1,directed
Martha Jones,Rassilon,1,directed
Martha Jones,Richard Lazarus,1,directed
Martha Jones,Rose Tyler,3,directed
Martha Jones,Ross Jenkins,2,directed
Martha Jones,Sarah Jane Smith,3,directed
Martha Jones,Staal,2,directed
Martha Jones,Supreme Dalek (The Stolen Earth),2,directed
Martha Jones,Sylvia Noble,5,directed
Martha Jones,Tenth Doctor,18,directed
Martha Jones,Tenth Doctor (Journey's End),1,directed
Martha Jones,The Master,4,directed
Martha Jones,Tish Jones,4,directed
Martha Jones,Torajii,1,directed
Martha Jones,Weeping Angel,1,directed
Martha Jones,Wilfred Mott,5,directed
Martha Jones,William Shakespeare,1,directed
Mary Shelley,Ashad,1,directed
Mary Shelley,George Gordon Byron,1,directed
Mary Shelley,Graham O'Brien,1,directed
Mary Shelley,John Polidori,1,directed
Mary Shelley,Percy Shelley,1,directed
Mary Shelley,Ryan Sinclair,1,directed
Mary Shelley,Thirteenth Doctor,1,directed
Mary Shelley,Yasmin Khan,1,directed
Master Brain,Jamie McCrimmon,1,directed
Master Brain,Karkus,1,directed
Master Brain,Master of the Land,1,directed
Master Brain,Rapunzel,1,directed
Master Brain,Second Doctor,1,directed
Master Brain,Zoe Heriot,1,directed
Master of the Land,Jamie McCrimmon,1,directed
Master of the Land,Karkus,1,directed
Master of the Land,Master Brain,1,directed
Master of the Land,Rapunzel,1,directed
Master of the Land,Second Doctor,1,directed
Master of the Land,Zoe Heriot,1,directed
Matron,Casp,1,directed
Matron,Cassandra O'Brien.Δ17,1,directed
Matron,Face of Boe,1,directed
Matron,Jackie Tyler,1,directed
Matron,Mickey Smith,1,directed
Matron,Rose Tyler,1,directed
Matron,Tenth Doctor,1,directed
Maurice Caven,Jamie McCrimmon,1,directed
Maurice Caven,Second Doctor,1,directed
Maurice Caven,Zoe Heriot,1,directed
Mavic Chen,Black Dalek Leader,1,directed
Mavic Chen,Bret Vyon,1,directed
Mavic Chen,First Doctor,1,directed
Mavic Chen,Katarina,1,directed
Mavic Chen,Sara Kingdom,1,directed
Mavic Chen,Steven Taylor,1,directed
Mavic Chen,The Monk,1,directed
Mawdryn,Alistair Gordon Lethbridge-Stewart,1,directed
Mawdryn,Black Guardian,1,directed
Mawdryn,Fifth Doctor,1,directed
Mawdryn,Nyssa,1,directed
Mawdryn,Tegan Jovanka,1,directed
Mawdryn,Vislor Turlough,1,directed
Max Capricorn,Alonso Frame,1,directed
Max Capricorn,Astrid Peth,1,directed
Max Capricorn,Copper (Voyage of the Damned),1,directed
Max Capricorn,Heavenly Host,1,directed
Max Capricorn,Tenth Doctor,1,directed
Max Capricorn,Wilfred Mott,1,directed
Maximilien Robespierre,Barbara Wright,1,directed
Maximilien Robespierre,First Doctor,1,directed
Maximilien Robespierre,Ian Chesterton,1,directed
Maximilien Robespierre,Léon Colbert,1,directed
Maximilien Robespierre,Napoléon Bonaparte,1,directed
Maximilien Robespierre,Susan Foreman,1,directed
Maximillian Stael,Fendahl,1,directed
Maximillian Stael,Fourth Doctor,1,directed
Maximillian Stael,K9 Mark I,1,directed
Maximillian Stael,Leela,1,directed
McMillen,Ood,1,directed
McMillen,The Beast (The Impossible Planet),1,directed
Mechonoid,Barbara Wright,1,directed
Mechonoid,Black Dalek Leader,1,directed
Mechonoid,First Doctor,1,directed
Mechonoid,Ian Chesterton,1,directed
Mechonoid,Steven Taylor,1,directed
Mechonoid,Vicki Pallister,1,directed
Meglos,Fourth Doctor,1,directed
Meglos,Gaztak,1,directed
Meglos,Grugger,1,directed
Meglos,K9 Mark II,1,directed
Meglos,Romana II,1,directed
Mehendri Solon,Fourth Doctor,1,directed
Mehendri Solon,Morbius,1,directed
Mehendri Solon,Sarah Jane Smith,1,directed
Melanie Bush,Ace,2,directed
Melanie Bush,Bannermen,1,directed
Melanie Bush,Chief Caretaker,1,directed
Melanie Bush,Fifth Doctor,1,directed
Melanie Bush,Fourth Doctor,1,directed
Melanie Bush,Gavrok,1,directed
Melanie Bush,K9 (Storm in a Tikka) (page does not exist),1,directed
Melanie Bush,Kane (Dragonfire),1,directed
Melanie Bush,Keillor,1,directed
Melanie Bush,Kroagnon,1,directed
Melanie Bush,Leela,1,directed
Melanie Bush,Liz Shaw,1,directed
Melanie Bush,Mike Yates,1,directed
Melanie Bush,Nyssa,1,directed
Melanie Bush,Peri Brown,1,directed
Melanie Bush,Romana II,1,directed
Melanie Bush,Sabalom Glitz,1,directed
Melanie Bush,Sarah Jane Smith,1,directed
Melanie Bush,Seventh Doctor,5,directed
Melanie Bush,Sixth Doctor,2,directed
Melanie Bush,Susan Foreman,1,directed
Melanie Bush,The Brigadier,1,directed
Melanie Bush,The Rani,2,directed
Melanie Bush,Third Doctor,1,directed
Melanie Bush,Victoria Waterfield,1,directed
Mercy Hartigan,Jackson Lake,1,directed
Mercy Hartigan,Rosita Farisi,1,directed
Mercy Hartigan,Tenth Doctor,1,directed
Mestor,Azmael,1,directed
Mestor,Peri Brown,1,directed
Mestor,Sixth Doctor,1,directed
Metaltron,Adam Mitchell,1,directed
Metaltron,Ninth Doctor,1,directed
Metaltron,Rose Tyler,1,directed
Mickey Smith,Alonso Frame,1,directed
Mickey Smith,Bad Wolf (entity),1,directed
Mickey Smith,Blon Fel-Fotch Passameer-Day Slitheen,1,directed
Mickey Smith,Casp,1,directed
Mickey Smith,Cassandra O'Brien.Δ17,1,directed
Mickey Smith,Clive Finch,1,directed
Mickey Smith,Clockwork Droid,1,directed
Mickey Smith,Control node (The Girl in the Fireplace),1,directed
Mickey Smith,Cyber-Leader One,1,directed
Mickey Smith,Cybermen,1,directed
Mickey Smith,Dalek Caan,1,directed
Mickey Smith,Dalek Emperor in the Last Great Time War,1,directed
Mickey Smith,Dalek Sec,1,directed
Mickey Smith,Davros,1,directed
Mickey Smith,Donna Noble,3,directed
Mickey Smith,Eleventh Doctor,1,directed
Mickey Smith,Face of Boe,1,directed
Mickey Smith,Francine Jones,1,directed
Mickey Smith,Gwen Cooper,1,directed
Mickey Smith,Harriet Jones,3,directed
Mickey Smith,Ianto Jones,1,directed
Mickey Smith,Jack Harkness,4,directed
Mickey Smith,Jackie Tyler,11,directed
Mickey Smith,Jackie Tyler (Pete's World),1,directed
Mickey Smith,Jake Simmonds,3,directed
Mickey Smith,Jeanne-Antoinette Poisson,1,directed
Mickey Smith,Jocrassa Fel-Fotch Passameer-Day Slitheen,2,directed
Mickey Smith,John Lumic,2,directed
Mickey Smith,K9 Mark III,1,directed
Mickey Smith,K9 Mark IV,2,directed
Mickey Smith,Lassar,1,directed
Mickey Smith,Luke Smith,2,directed
Mickey Smith,Lynda Moss,1,directed
Mickey Smith,Martha Jones,2,directed
Mickey Smith,Matron,1,directed
Mickey Smith,Mr Smith,1,directed
Mickey Smith,Nestene Consciousness,1,directed
Mickey Smith,Ninth Doctor,5,directed
Mickey Smith,Ood Sigma,1,directed
Mickey Smith,Pete Tyler (Pete's World),3,directed
Mickey Smith,Rassilon,1,directed
Mickey Smith,Ricky Smith,2,directed
Mickey Smith,Rose Tyler,15,directed
Mickey Smith,Sarah Jane Smith,3,directed
Mickey Smith,Supreme Dalek (The Stolen Earth),1,directed
Mickey Smith,Sycorax leader,1,directed
Mickey Smith,Sylvia Noble,2,directed
Mickey Smith,Tenth Doctor,11,directed
Mickey Smith,Tenth Doctor (Journey's End),1,directed
Mickey Smith,The Master,1,directed
Mickey Smith,Toshiko Sato,1,directed
Mickey Smith,Wilfred Mott,2,directed
Mickey Smith,Yvonne Hartman,2,directed
Midge (Survival),Ace,1,directed
Midge (Survival),Cheetah Person,1,directed
Midge (Survival),Kitling,1,directed
Midge (Survival),Seventh Doctor,1,directed
Midge (Survival),The Master,1,directed
Midnight entity,Tenth Doctor,1,directed
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,Adam Mitchell,1,directed
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,Ninth Doctor,1,directed
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,Rose Tyler,1,directed
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,The Editor,1,directed
Mike Yates,Ace,1,directed
Mike Yates,Arthur Linwood,1,directed
Mike Yates,Axos,1,directed
Mike Yates,Azal,1,directed
Mike Yates,BOSS,1,directed
Mike Yates,Butler (Invasion of the Dinosaurs),1,directed
Mike Yates,Carol Bell,2,directed
Mike Yates,Charles Grover,1,directed
Mike Yates,Charles Kettering,1,directed
Mike Yates,Clifford Jones,1,directed
Mike Yates,Dæmon,1,directed
Mike Yates,Eight Legs,1,directed
Mike Yates,Fifth Doctor,1,directed
Mike Yates,Finch (Invasion of the Dinosaurs),1,directed
Mike Yates,Fourth Doctor,2,directed
Mike Yates,George Patrick Barnham,1,directed
Mike Yates,Giant maggot,1,directed
Mike Yates,Gold Dalek (Day of the Daleks),1,directed
Mike Yates,Harry Mailer,1,directed
Mike Yates,Jo Grant,7,directed
Mike Yates,John Benton,9,directed
Mike Yates,K'anpo Rimpoche,1,directed
Mike Yates,K9 (Storm in a Tikka) (page does not exist),1,directed
Mike Yates,Keller Machine,1,directed
Mike Yates,Kronos,1,directed
Mike Yates,Leela,1,directed
Mike Yates,Liz Shaw,1,directed
Mike Yates,Lupton,1,directed
Mike Yates,Mark Elgin,1,directed
Mike Yates,Melanie Bush,1,directed
Mike Yates,Minotaur,1,directed
Mike Yates,Nestene Consciousness,1,directed
Mike Yates,Nyssa,1,directed
Mike Yates,Olive Hawthorne,1,directed
Mike Yates,Peri Brown,1,directed
Mike Yates,Roland Summers,1,directed
Mike Yates,Romana II,1,directed
Mike Yates,Sarah Jane Smith,3,directed
Mike Yates,Seventh Doctor,1,directed
Mike Yates,Sixth Doctor,1,directed
Mike Yates,Stevens,1,directed
Mike Yates,Stuart Hyde,1,directed
Mike Yates,Susan Foreman,1,directed
Mike Yates,The Brigadier,10,directed
Mike Yates,The Great One (Planet of the Spiders),1,directed
Mike Yates,The Master,5,directed
Mike Yates,The Rani,1,directed
Mike Yates,Third Doctor,10,directed
Mike Yates,Time Lord messenger,1,directed
Mike Yates,Tom Osgood,1,directed
Mike Yates,Victoria Waterfield,1,directed
Mike Yates,Whitaker (Invasion of the Dinosaurs),1,directed
Minister of Chance,Ace (Death Comes to Time),1,directed
Minister of Chance,Antimony (Death Comes to Time),1,directed
Minister of Chance,Seventh Doctor (Death Comes to Time),1,directed
Minister of Chance,Tannis (Death Comes to Time),1,directed
Minister of Chance,The Brigadier (Death Comes to Time),1,directed
Minotaur,Jo Grant,1,directed
Minotaur,John Benton,1,directed
Minotaur,Kronos,1,directed
Minotaur,Mike Yates,1,directed
Minotaur,Stuart Hyde,1,directed
Minotaur,The Brigadier,1,directed
Minotaur,The Master,1,directed
Minotaur,Third Doctor,1,directed
Minotaur (The God Complex),Amy Pond,1,directed
Minotaur (The God Complex),Eleventh Doctor,1,directed
Minotaur (The God Complex),Rory Williams,1,directed
Miranda Cleaves,Amy Pond,1,directed
Miranda Cleaves,Eleventh Doctor,1,directed
Miranda Cleaves,Eleventh Doctor (Ganger),1,directed
Miranda Cleaves,Ganger,1,directed
Miranda Cleaves,Rory Williams,1,directed
Mire,Ashildr,1,directed
Mire,Clara Oswald,1,directed
Mire,Twelfth Doctor,1,directed
Mister Sweet,Clara Oswald,1,directed
Mister Sweet,Eleventh Doctor,1,directed
Mister Sweet,Paternoster Gang,1,directed
Mister Sweet,Winifred Gillyflower,1,directed
Monk (species),Bill Potts,2,directed
Monk (species),Bill Potts (Shadow World),1,directed
Monk (species),Nardole,3,directed
Monk (species),Nardole (Shadow World),1,directed
Monk (species),The Master,2,directed
Monk (species),Twelfth Doctor,3,directed
Monk (species),Twelfth Doctor (Shadow World),1,directed
Monoid,Dodo Chaplet,1,directed
Monoid,First Doctor,1,directed
Monoid,Steven Taylor,1,directed
Morax Queen,Graham O'Brien,1,directed
Morax Queen,James I,1,directed
Morax Queen,Ryan Sinclair,1,directed
Morax Queen,Thirteenth Doctor,1,directed
Morax Queen,Yasmin Khan,1,directed
Morbius,Fourth Doctor,1,directed
Morbius,Mehendri Solon,1,directed
Morbius,Sarah Jane Smith,1,directed
Morgaine,Ace,1,directed
Morgaine,Ancelyn,1,directed
Morgaine,Seventh Doctor,1,directed
Morgaine,The Brigadier,1,directed
Morgaine,The Destroyer,1,directed
Morgaine,Winifred Bambera,1,directed
Morgus,Adric,1,directed
Morgus,Fifth Doctor,1,directed
Morgus,Kamelion,1,directed
Morgus,Nyssa,1,directed
Morgus,Peri Brown,1,directed
Morgus,Sharaz Jek,1,directed
Morgus,Sixth Doctor,1,directed
Morgus,Stotz,1,directed
Morgus,Tegan Jovanka,1,directed
Morgus,Vislor Turlough,1,directed
Morka,Liz Shaw,1,directed
Morka,The Brigadier,1,directed
Morka,Third Doctor,1,directed
Morok,Barbara Wright,1,directed
Morok,First Doctor,1,directed
Morok,Ian Chesterton,1,directed
Morok,Vicki Pallister,1,directed
Movellan,Dalek,1,directed
Movellan,Davros,1,directed
Movellan,Fourth Doctor,1,directed
Movellan,K9 Mark II,1,directed
Movellan,Romana II,1,directed
Mr Clever,Angie Maitland,1,directed
Mr Clever,Artie Maitland,1,directed
Mr Clever,Clara Oswald,1,directed
Mr Clever,Cyberman,1,directed
Mr Clever,Eleventh Doctor,1,directed
Mr Sin,Fourth Doctor,1,directed
Mr Sin,George Litefoot,1,directed
Mr Sin,Henry Gordon Jago,1,directed
Mr Sin,Leela,1,directed
Mr Sin,Li H'sen Chang,1,directed
Mr Sin,Magnus Greel,1,directed
Mr Smith,Dalek Caan,1,directed
Mr Smith,Davros,2,directed
Mr Smith,Donna Noble,2,directed
Mr Smith,Francine Jones,2,directed
Mr Smith,Gwen Cooper,2,directed
Mr Smith,Harriet Jones,1,directed
Mr Smith,Ianto Jones,2,directed
Mr Smith,Jack Harkness,2,directed
Mr Smith,Jackie Tyler,1,directed
Mr Smith,K9 Mark IV,1,directed
Mr Smith,Luke Smith,2,directed
Mr Smith,Martha Jones,2,directed
Mr Smith,Mickey Smith,1,directed
Mr Smith,Rose Tyler,2,directed
Mr Smith,Sarah Jane Smith,2,directed
Mr Smith,Supreme Dalek (The Stolen Earth),2,directed
Mr Smith,Sylvia Noble,2,directed
Mr Smith,Tenth Doctor,2,directed
Mr Smith,Tenth Doctor (Journey's End),1,directed
Mr Smith,Wilfred Mott,2,directed
Mummy (The Rings of Akhaten),Akhaten,1,directed
Mummy (The Rings of Akhaten),Clara Oswald (The Bells of Saint John),1,directed
Mummy (The Rings of Akhaten),Eleventh Doctor,1,directed
Mummy (The Rings of Akhaten),Vigil,1,directed
Najia Khan,Ada Lovelace,1,directed
Najia Khan,Daniel Barton,1,directed
Najia Khan,Giant spider (Arachnids in the UK),1,directed
Najia Khan,Grace O'Brien,1,directed
Najia Khan,Graham O'Brien,3,directed
Najia Khan,Hakim Khan,3,directed
Najia Khan,Jack Robertson,1,directed
Najia Khan,Kasaavin,1,directed
Najia Khan,Manish,1,directed
Najia Khan,Noor Inayat Khan,1,directed
Najia Khan,Ryan Sinclair,3,directed
Najia Khan,Sonya Khan,3,directed
Najia Khan,The Master,1,directed
Najia Khan,Thirteenth Doctor,3,directed
Najia Khan,Tibo,1,directed
Najia Khan,Yasmin Khan,3,directed
Napoléon Bonaparte,Barbara Wright,1,directed
Napoléon Bonaparte,First Doctor,1,directed
Napoléon Bonaparte,Ian Chesterton,1,directed
Napoléon Bonaparte,Léon Colbert,1,directed
Napoléon Bonaparte,Maximilien Robespierre,1,directed
Napoléon Bonaparte,Susan Foreman,1,directed
Nardole,Archibald Hamish Lethbridge-Stewart,1,directed
Nardole,Bill Potts,11,directed
Nardole,Bill Potts (Shadow World),1,directed
Nardole,Clara Oswald,1,directed
Nardole,CyberMondan,1,directed
Nardole,Cybermen,1,directed
Nardole,Eater of Light,1,directed
Nardole,Emojibot,1,directed
Nardole,First Doctor,2,directed
Nardole,Ganymede Systems,1,directed
Nardole,Grant (The Return of Doctor Mysterio),1,directed
Nardole,Heather (The Pilot),2,directed
Nardole,Hydroflax,1,directed
Nardole,John (Knock Knock),1,directed
Nardole,Lucy Fletcher,1,directed
Nardole,Monk (species),3,directed
Nardole,Nardole (Shadow World),1,directed
Nardole,Ninth Legion,1,directed
Nardole,River Song,1,directed
Nardole,Rusty (Into the Dalek),1,directed
Nardole,Sentient oil,1,directed
Nardole,Shoal of the Winter Harmony,1,directed
Nardole,Sutcliffe (Thin Ice),1,directed
Nardole,The Master,7,directed
Nardole,Thirteenth Doctor,1,directed
Nardole,Twelfth Doctor,14,directed
Nardole,Twelfth Doctor (Shadow World),1,directed
Nardole,Vardy,1,directed
Nardole (Shadow World),Bill Potts (Shadow World),1,directed
Nardole (Shadow World),Monk (species),1,directed
Nardole (Shadow World),Nardole,1,directed
Nardole (Shadow World),The Master,1,directed
Nardole (Shadow World),Twelfth Doctor,1,directed
Nardole (Shadow World),Twelfth Doctor (Shadow World),1,directed
Nathan (A Fix with Sontarans),Gareth Jenkins (A Fix with Sontarans),1,directed
Nathan (A Fix with Sontarans),Sixth Doctor,1,directed
Nathan (A Fix with Sontarans),Tegan Jovanka,1,directed
Nathan (A Fix with Sontarans),Turner (A Fix with Sontarans),1,directed
Nefertiti,Amy Pond,1,directed
Nefertiti,Brian Williams (Dinosaurs on a Spaceship),1,directed
Nefertiti,Eleventh Doctor,1,directed
Nefertiti,John Riddell,1,directed
Nefertiti,Rory Williams,1,directed
Nefertiti,Solomon (Dinosaurs on a Spaceship),1,directed
Nero,Barbara Wright,1,directed
Nero,First Doctor,1,directed
Nero,Ian Chesterton,1,directed
Nero,Vicki Pallister,1,directed
Nestene Consciousness,Auton,1,directed
Nestene Consciousness,Channing,1,directed
Nestene Consciousness,Clive Finch,1,directed
Nestene Consciousness,Jackie Tyler,1,directed
Nestene Consciousness,Jo Grant,1,directed
Nestene Consciousness,John Benton,1,directed
Nestene Consciousness,Liz Shaw,1,directed
Nestene Consciousness,Mickey Smith,1,directed
Nestene Consciousness,Mike Yates,1,directed
Nestene Consciousness,Ninth Doctor,1,directed
Nestene Consciousness,Rose Tyler,1,directed
Nestene Consciousness,The Brigadier,2,directed
Nestene Consciousness,The Master,1,directed
Nestene Consciousness,Third Doctor,2,directed
Nestene Consciousness,Time Lord messenger,1,directed
